QUARTER,PROV,WAGE_BIN,EMPLOYMENT,WAGE_MID
2006Q2,11,97,503,24.125
2006Q2,59,134,6999,33.375
2006Q2,13,106,2832,26.375
2006Q2,24,148,12058,36.875
2006Q2,10,145,1490,36.125
2006Q2,48,146,11760,36.375
2006Q2,59,100,18892,24.875
2006Q2,24,26,7727,6.375
2006Q2,12,154,1506,38.375
2006Q2,11,109,130,27.125
2006Q2,35,30,14060,7.375
2006Q2,12,30,1249,7.375
2006Q2,13,105,1908,26.125
2006Q2,59,25,3028,6.125
2006Q2,11,76,1080,18.875
2006Q2,48,56,11984,13.875
2006Q2,35,16,3822,3.875
2006Q2,10,69,2827,17.125
2006Q2,46,118,2682,29.375
2006Q2,13,130,2069,32.375
2006Q2,24,29,8770,7.125
2006Q2,10,88,3796,21.875
2006Q2,10,34,5515,8.375
2006Q2,59,139,19014,34.625
2006Q2,46,138,1627,34.375
2006Q2,47,138,1796,34.375
2006Q2,12,137,1272,34.125
2006Q2,59,51,12430,12.625
2006Q2,48,149,10341,37.125
2006Q2,12,100,3937,24.875
2006Q2,13,82,7573,20.375
2006Q2,13,92,4816,22.875
2006Q2,10,24,768,5.875
2006Q2,47,30,833,7.375
2006Q2,13,150,2142,37.375
2006Q2,48,128,5091,31.875
2006Q2,12,129,3968,32.125
2006Q2,47,42,3139,10.375
2006Q2,10,127,4136,31.625
2006Q2,12,56,3470,13.875
2006Q2,12,140,4479,34.875
2006Q2,10,158,1229,39.375
2006Q2,12,25,754,6.125
2006Q2,12,160,1295,39.875
2006Q2,59,49,9969,12.125
2006Q2,10,67,3273,16.625
2006Q2,13,42,3199,10.375
2006Q2,46,30,1874,7.375
2006Q2,47,120,6575,29.875
2006Q2,46,42,3143,10.375
2006Q2,10,57,14472,14.125
2006Q2,24,105,27542,26.125
2006Q2,10,103,6056,25.625
2006Q2,13,46,5564,11.375
2006Q2,12,112,2422,27.875
2006Q2,12,125,2230,31.125
2006Q2,46,145,4782,36.125
2006Q2,13,37,5033,9.125
2006Q2,24,139,22037,34.625
2006Q2,47,152,1626,37.875
2006Q2,13,124,4470,30.875
2006Q2,59,26,2899,6.375
2006Q2,35,107,36539,26.625
2006Q2,35,32,19700,7.875
2006Q2,11,45,2432,11.125
2006Q2,13,62,3445,15.375
2006Q2,47,92,6440,22.875
2006Q2,24,32,3858,7.875
2006Q2,11,124,773,30.875
2006Q2,10,73,2821,18.125
2006Q2,13,128,2032,31.875
2006Q2,47,39,6114,9.625
2006Q2,13,100,1620,24.875
2006Q2,12,126,3097,31.375
2006Q2,46,22,965,5.375
2006Q2,46,137,1746,34.125
2006Q2,47,159,3102,39.625
2006Q2,10,102,3477,25.375
2006Q2,35,119,29469,29.625
2006Q2,11,79,1234,19.625
2006Q2,46,126,3968,31.375
2006Q2,10,63,2285,15.625
2006Q2,24,154,26063,38.375
2006Q2,11,21,52,5.125
2006Q2,11,84,1144,20.875
2006Q2,13,119,305,29.625
2006Q2,12,37,5624,9.125
2006Q2,12,77,3827,19.125
2006Q2,13,107,2221,26.625
2006Q2,47,97,3027,24.125
2006Q2,11,39,1281,9.625
2006Q2,10,82,2913,20.375
2006Q2,11,86,708,21.375
2006Q2,12,62,5221,15.375
2006Q2,13,83,2672,20.625
2006Q2,59,145,10106,36.125
2006Q2,48,143,2638,35.625
2006Q2,12,118,1828,29.375
2006Q2,11,69,1376,17.125
2006Q2,12,70,7868,17.375
2006Q2,10,138,1086,34.375
2006Q2,59,34,5928,8.375
2006Q2,48,132,16808,32.875
2006Q2,59,102,29291,25.375
2006Q2,11,92,526,22.875
2006Q2,47,132,2993,32.875
2006Q2,11,128,157,31.875
2006Q2,10,118,824,29.375
2006Q2,13,101,3967,25.125
2006Q2,12,139,1468,34.625
2006Q2,59,138,16839,34.375
2006Q2,47,104,2743,25.875
2006Q2,13,147,2067,36.625
2006Q2,11,89,1154,22.125
2006Q2,13,138,1597,34.375
2006Q2,12,106,4151,26.375
2006Q2,11,126,264,31.375
2006Q2,13,51,5700,12.625
2006Q2,12,119,1713,29.625
2006Q2,11,82,997,20.375
2006Q2,59,137,8196,34.125
2006Q2,11,48,1175,11.875
2006Q2,47,112,1786,27.875
2006Q2,46,130,3020,32.375
2006Q2,11,105,319,26.125
2006Q2,48,19,2303,4.625
2006Q2,59,83,14851,20.625
2006Q2,59,81,42146,20.125
2006Q2,59,56,13149,13.875
2006Q2,12,84,5578,20.875
2006Q2,48,30,3634,7.375
2006Q2,46,20,830,4.875
2006Q2,47,139,2588,34.625
2006Q2,48,49,19849,12.125
2006Q2,13,145,895,36.125
2006Q2,48,156,11982,38.875
2006Q2,47,137,1820,34.125
2006Q2,11,78,1227,19.375
2006Q2,10,81,2179,20.125
2006Q2,13,126,2041,31.375
2006Q2,47,46,5456,11.375
2006Q2,13,112,1013,27.875
2006Q2,13,70,3580,17.375
2006Q2,24,157,7567,39.125
2006Q2,10,77,2468,19.125
2006Q2,12,89,8076,22.125
2006Q2,13,104,3049,25.875
2006Q2,13,149,1317,37.125
2006Q2,12,27,1236,6.625
2006Q2,12,121,1973,30.125
2006Q2,13,152,1280,37.875
2006Q2,11,62,1132,15.375
2006Q2,12,130,563,32.375
2006Q2,12,101,2758,25.125
2006Q2,35,19,3143,4.625
2006Q2,47,32,1053,7.875
2006Q2,13,110,2527,27.375
2006Q2,10,141,4121,35.125
2006Q2,13,16,773,3.875
2006Q2,24,18,2520,4.375
2006Q2,47,155,4502,38.625
2006Q2,46,155,3334,38.625
2006Q2,48,26,3248,6.375
2006Q2,48,35,3399,8.625
2006Q2,59,60,17409,14.875
2006Q2,46,159,1596,39.625
2006Q2,46,105,2488,26.125
2006Q2,13,27,275,6.625
2006Q2,48,31,4880,7.625
2006Q2,46,25,240,6.125
2006Q2,10,49,2348,12.125
2006Q2,46,121,2120,30.125
2006Q2,46,27,1721,6.625
2006Q2,13,20,139,4.875
2006Q2,12,19,615,4.625
2006Q2,12,142,4346,35.375
2006Q2,13,157,802,39.125
2006Q2,35,20,2479,4.875
2006Q2,47,22,588,5.375
2006Q2,10,96,1680,23.875
2006Q2,13,19,707,4.625
2006Q2,13,125,3369,31.125
2006Q2,46,132,5379,32.875
2006Q2,46,133,1527,33.125
2006Q2,13,116,1679,28.875
2006Q2,10,42,2018,10.375
2006Q2,13,154,918,38.375
2006Q2,59,31,4825,7.625
2006Q2,12,26,949,6.375
2006Q2,47,147,2913,36.625
2006Q2,46,136,2728,33.875
2006Q2,11,26,80,6.375
2006Q2,47,119,1904,29.625
2006Q2,48,121,2500,30.125
2006Q2,13,109,1379,27.125
2006Q2,10,56,1319,13.875
2006Q2,48,42,10034,10.375
2006Q2,13,97,3469,24.125
2006Q2,47,118,2148,29.375
2006Q2,11,46,1124,11.375
2006Q2,10,132,1374,32.875
2006Q2,13,79,8264,19.625
2006Q2,47,142,3277,35.375
2006Q2,11,81,969,20.125
2006Q2,10,130,1832,32.375
2006Q2,13,91,1064,22.625
2006Q2,11,55,725,13.625
2006Q2,59,27,4323,6.625
2006Q2,11,74,949,18.375
2006Q2,59,154,4719,38.375
2006Q2,13,22,350,5.375
2006Q2,11,23,273,5.625
2006Q2,11,136,591,33.875
2006Q2,47,55,3124,13.625
2006Q2,11,35,1827,8.625
2006Q2,11,42,563,10.375
2006Q2,12,133,2013,33.125
2006Q2,24,31,3711,7.625
2006Q2,48,29,2798,7.125
2006Q2,11,142,479,35.375
2006Q2,48,24,4171,5.875
2006Q2,10,149,1361,37.125
2006Q2,10,154,642,38.375
2006Q2,24,19,2992,4.625
2006Q2,35,27,13931,6.625
2006Q2,11,125,375,31.125
2006Q2,35,22,4778,5.375
2006Q2,48,154,4280,38.375
2006Q2,46,143,668,35.625
2006Q2,48,115,10414,28.625
2006Q2,10,76,1149,18.875
2006Q2,24,132,21589,32.875
2006Q2,11,91,492,22.625
2006Q2,10,134,1479,33.375
2006Q2,46,139,2875,34.625
2006Q2,59,140,14603,34.875
2006Q2,12,152,1624,37.875
2006Q2,10,123,786,30.625
2006Q2,47,24,844,5.875
2006Q2,47,121,523,30.125
2006Q2,13,146,1192,36.375
2006Q2,47,134,1549,33.375
2006Q2,12,93,5031,23.125
2006Q2,59,22,2566,5.375
2006Q2,46,26,481,6.375
2006Q2,10,25,513,6.125
2006Q2,13,143,676,35.625
2006Q2,46,134,1791,33.375
2006Q2,13,25,99,6.125
2006Q2,59,133,8118,33.125
2006Q2,11,58,704,14.375
2006Q2,35,26,4111,6.375
2006Q2,24,25,1297,6.125
2006Q2,11,96,627,23.875
2006Q2,46,119,1294,29.625
2006Q2,11,110,686,27.375
2006Q2,35,15,2477,3.625
2006Q2,10,46,2233,11.375
2006Q2,11,144,1310,35.875
2006Q2,12,109,1361,27.125
2006Q2,10,125,1564,31.125
2006Q2,13,121,1102,30.125
2006Q2,12,116,1678,28.875
2006Q2,11,95,361,23.625
2006Q2,13,153,850,38.125
2006Q2,59,28,2336,6.875
2006Q2,48,22,2555,5.375
2006Q2,48,91,9833,22.625
2006Q2,47,18,832,4.375
2006Q2,10,131,5253,32.625
2006Q2,48,133,8814,33.125
2006Q2,46,160,1450,39.875
2006Q2,24,30,7992,7.375
2006Q2,46,116,3243,28.875
2006Q2,11,101,735,25.125
2006Q2,10,51,1559,12.625
2006Q2,46,152,1885,37.875
2006Q2,24,22,796,5.375
2006Q2,24,21,354,5.125
2006Q2,12,16,378,3.875
2006Q2,12,23,409,5.625
2006Q2,11,29,138,7.125
2006Q2,11,149,304,37.125
2006Q2,46,140,2356,34.875
2006Q2,10,153,2580,38.125
2006Q2,46,107,1579,26.625
2006Q2,11,139,116,34.625
2006Q2,59,17,1254,4.125
2006Q2,11,130,283,32.375
2006Q2,11,152,169,37.875
2006Q2,10,114,687,28.375
2006Q2,13,24,739,5.875
2006Q2,10,137,851,34.125
2006Q2,10,115,1018,28.625
2006Q2,10,97,1331,24.125
2006Q2,46,109,812,27.125
2006Q2,10,70,2696,17.375
2006Q2,47,29,711,7.125
2006Q2,47,143,930,35.625
2006Q2,12,24,1550,5.875
2006Q2,48,23,1052,5.625
2006Q2,12,151,2474,37.625
2006Q2,11,107,302,26.625
2006Q2,11,156,486,38.875
2006Q2,11,123,249,30.625
2006Q2,48,27,3977,6.625
2006Q2,59,146,11915,36.375
2006Q2,10,160,434,39.875
2006Q2,24,23,676,5.625
2006Q2,13,15,564,3.625
2006Q2,13,118,1239,29.375
2006Q2,13,142,1341,35.375
2006Q2,24,15,756,3.625
2006Q2,46,21,129,5.125
2006Q2,47,128,2211,31.875
2006Q2,10,17,251,4.125
2006Q2,24,27,1994,6.625
2006Q2,13,123,753,30.625
2006Q2,47,157,876,39.125
2006Q2,11,129,481,32.125
2006Q2,13,156,1376,38.875
2006Q2,11,100,285,24.875
2006Q2,46,18,333,4.375
2006Q2,59,24,2804,5.875
2006Q2,11,98,486,24.375
2006Q2,46,29,1150,7.125
2006Q2,10,159,818,39.625
2006Q2,47,27,171,6.625
2006Q2,48,20,564,4.875
2006Q2,11,30,239,7.375
2006Q2,11,116,145,28.875
2006Q2,10,119,575,29.625
2006Q2,35,23,5392,5.625
2006Q2,13,18,413,4.375
2006Q2,59,32,2663,7.875
2006Q2,13,26,100,6.375
2006Q2,48,32,1380,7.875
2006Q2,11,27,34,6.625
2006Q2,12,146,1586,36.375
2006Q2,11,151,132,37.625
2006Q2,10,15,246,3.625
2006Q2,48,28,1931,6.875
2006Q2,12,156,2054,38.875
2006Q2,47,21,394,5.125
2006Q2,47,26,652,6.375
2006Q2,11,118,149,29.375
2006Q2,10,105,684,26.125
2006Q2,46,24,258,5.875
2006Q2,24,16,122,3.875
2006Q2,47,15,254,3.625
2006Q2,10,22,720,5.375
2006Q2,12,114,1015,28.375
2006Q2,46,31,479,7.625
2006Q2,59,21,866,5.125
2006Q2,47,23,431,5.625
2006Q2,10,146,1017,36.375
2006Q2,59,16,1220,3.875
2006Q2,13,151,490,37.625
2006Q2,11,146,312,36.375
2006Q2,47,160,998,39.875
2006Q2,48,21,632,5.125
2006Q2,13,21,86,5.125
2006Q2,10,144,604,35.875
2006Q2,46,19,176,4.625
2006Q2,11,114,216,28.375
2006Q2,10,151,529,37.625
2006Q2,12,157,273,39.125
2006Q2,35,18,2676,4.375
2006Q2,11,115,137,28.625
2006Q2,11,31,85,7.625
2006Q2,13,160,758,39.875
2006Q2,46,16,208,3.875
2006Q2,11,17,41,4.125
2006Q2,47,28,315,6.875
2006Q2,11,153,85,38.125
2006Q2,12,15,194,3.625
2006Q2,11,134,107,33.375
2006Q2,10,28,353,6.875
2006Q2,47,20,472,4.875
2006Q2,11,24,82,5.875
2006Q2,59,37,1268,9.125
2006Q2,10,83,410,20.625
2006Q2,11,22,78,5.375
2006Q2,48,18,1166,4.375
2006Q2,48,25,800,6.125
2006Q2,11,155,93,38.625
2006Q2,12,20,199,4.875
2006Q2,11,20,56,4.875
2006Q2,12,17,118,4.125
2006Q2,59,35,478,8.625
2006Q2,46,28,127,6.875
2006Q2,11,19,100,4.625
2006Q2,24,17,105,4.125
2006Q2,12,18,104,4.375
2006Q2,10,112,202,27.875
2006Q2,11,18,30,4.375
2006Q2,48,17,425,4.125
2006Q2,24,28,1132,6.875
2006Q2,10,23,95,5.625
2006Q2,46,23,155,5.625
2006Q2,11,15,44,3.625
2006Q2,10,157,129,39.125
2006Q2,13,17,135,4.125
2006Q2,47,16,251,3.875
2006Q2,13,28,129,6.875
2006Q3,48,66,112395,16.375
2006Q3,24,36,135497,8.875
2006Q3,24,47,383107,11.625
2006Q3,46,35,8802,8.625
2006Q3,35,82,120459,20.375
2006Q3,35,104,59719,25.875
2006Q3,59,47,271558,11.625
2006Q3,24,37,264334,9.125
2006Q3,48,108,94515,26.875
2006Q3,35,100,52979,24.875
2006Q3,59,113,84366,28.125
2006Q3,24,75,238985,18.625
2006Q3,59,43,96371,10.625
2006Q3,13,33,25678,8.125
2006Q3,12,53,7146,13.125
2006Q3,13,39,6676,9.625
2006Q3,35,117,271709,29.125
2006Q3,13,93,4184,23.125
2006Q3,24,102,58249,25.375
2006Q3,35,61,325736,15.125
2006Q3,24,94,250950,23.375
2006Q3,24,35,31790,8.625
2006Q3,24,148,13528,36.875
2006Q3,48,52,98460,12.875
2006Q3,12,33,14175,8.125
2006Q3,48,36,35043,8.875
2006Q3,24,89,124718,22.125
2006Q3,35,90,206484,22.375
2006Q3,24,76,55989,18.875
2006Q3,24,120,48145,29.875
2006Q3,47,58,6318,14.375
2006Q3,47,95,9265,23.625
2006Q3,24,57,204391,14.125
2006Q3,24,141,76141,35.125
2006Q3,59,75,95600,18.625
2006Q3,46,41,12496,10.125
2006Q3,46,68,24292,16.875
2006Q3,35,47,696215,11.625
2006Q3,12,68,21542,16.875
2006Q3,48,100,13667,24.875
2006Q3,24,59,139122,14.625
2006Q3,59,53,13430,13.125
2006Q3,35,85,229228,21.125
2006Q3,35,43,257274,10.625
2006Q3,13,58,5094,14.375
2006Q3,46,52,32898,12.875
2006Q3,59,85,82457,21.125
2006Q3,35,39,131835,9.625
2006Q3,35,108,275242,26.875
2006Q3,48,103,79962,25.625
2006Q3,48,85,62362,21.125
2006Q3,35,131,96742,32.625
2006Q3,10,75,9733,18.625
2006Q3,13,127,4580,31.625
2006Q3,35,29,8920,7.125
2006Q3,47,43,22774,10.625
2006Q3,47,150,7968,37.375
2006Q3,13,65,8458,16.125
2006Q3,47,33,7818,8.125
2006Q3,24,122,87413,30.375
2006Q3,24,103,145907,25.625
2006Q3,46,78,6891,19.375
2006Q3,47,144,7678,35.875
2006Q3,24,127,53674,31.625
2006Q3,47,36,36897,8.875
2006Q3,47,44,9854,10.875
2006Q3,48,68,43809,16.875
2006Q3,46,117,19263,29.125
2006Q3,24,46,55194,11.375
2006Q3,48,40,60580,9.875
2006Q3,24,104,30782,25.875
2006Q3,35,66,313198,16.375
2006Q3,12,131,7273,32.625
2006Q3,48,47,196637,11.625
2006Q3,13,48,6421,11.875
2006Q3,35,122,126816,30.375
2006Q3,47,139,2463,34.625
2006Q3,35,34,109817,8.375
2006Q3,48,94,133916,23.375
2006Q3,13,102,6018,25.375
2006Q3,12,82,5651,20.375
2006Q3,47,53,5143,13.125
2006Q3,13,53,7605,13.125
2006Q3,35,60,70851,14.875
2006Q3,59,90,59163,22.375
2006Q3,35,76,70809,18.875
2006Q3,24,52,166979,12.875
2006Q3,35,135,147473,33.625
2006Q3,46,58,6189,14.375
2006Q3,35,89,205414,22.125
2006Q3,35,106,93596,26.375
2006Q3,12,122,9119,30.375
2006Q3,35,109,23055,27.125
2006Q3,35,50,102982,12.375
2006Q3,11,47,10203,11.625
2006Q3,46,95,9202,23.625
2006Q3,59,57,129585,14.125
2006Q3,12,102,8018,25.375
2006Q3,46,49,12778,12.125
2006Q3,10,46,3429,11.375
2006Q3,48,61,119276,15.125
2006Q3,13,108,10663,26.875
2006Q3,48,75,116191,18.625
2006Q3,10,71,8691,17.625
2006Q3,59,79,27288,19.625
2006Q3,59,58,17556,14.375
2006Q3,24,43,179159,10.625
2006Q3,48,43,70742,10.625
2006Q3,24,105,26162,26.125
2006Q3,12,61,23445,15.125
2006Q3,12,75,21668,18.625
2006Q3,24,85,145294,21.125
2006Q3,35,72,130794,17.875
2006Q3,47,131,4587,32.625
2006Q3,35,141,105563,35.125
2006Q3,46,47,71211,11.625
2006Q3,24,117,142702,29.125
2006Q3,59,73,25094,18.125
2006Q3,47,108,24126,26.875
2006Q3,46,36,38276,8.875
2006Q3,13,158,2319,39.375
2006Q3,48,80,92291,19.875
2006Q3,59,146,21233,36.375
2006Q3,59,153,8231,38.125
2006Q3,48,57,100274,14.125
2006Q3,24,107,39860,26.625
2006Q3,24,136,35847,33.875
2006Q3,35,92,90399,22.875
2006Q3,59,80,89911,19.875
2006Q3,59,136,30862,33.875
2006Q3,59,144,21764,35.875
2006Q3,12,66,24323,16.375
2006Q3,47,61,16380,15.125
2006Q3,47,127,3748,31.625
2006Q3,59,33,13399,8.125
2006Q3,59,117,107377,29.125
2006Q3,48,89,75436,22.125
2006Q3,35,52,305908,12.875
2006Q3,59,77,24771,19.125
2006Q3,48,104,11544,25.875
2006Q3,13,71,23322,17.625
2006Q3,35,84,198779,20.875
2006Q3,35,75,300766,18.625
2006Q3,35,37,295975,9.125
2006Q3,47,45,12684,11.125
2006Q3,10,87,2174,21.625
2006Q3,59,49,21697,12.125
2006Q3,11,36,3434,8.875
2006Q3,35,40,223503,9.875
2006Q3,48,91,7045,22.625
2006Q3,24,71,242272,17.625
2006Q3,59,94,154837,23.375
2006Q3,46,24,856,5.875
2006Q3,35,156,50801,38.875
2006Q3,35,132,74801,32.875
2006Q3,35,121,35257,30.125
2006Q3,35,96,79497,23.875
2006Q3,35,51,42041,12.625
2006Q3,24,38,301281,9.375
2006Q3,48,54,44827,13.375
2006Q3,24,41,68833,10.125
2006Q3,46,48,9559,11.875
2006Q3,35,68,170459,16.875
2006Q3,24,67,42331,16.625
2006Q3,47,75,21867,18.625
2006Q3,35,94,407134,23.375
2006Q3,24,146,30869,36.375
2006Q3,46,142,4329,35.375
2006Q3,35,57,340955,14.125
2006Q3,13,144,2442,35.875
2006Q3,35,58,56877,14.375
2006Q3,48,93,17858,23.125
2006Q3,13,61,18300,15.125
2006Q3,24,69,50418,17.125
2006Q3,13,94,14723,23.375
2006Q3,59,45,75583,11.125
2006Q3,35,45,147735,11.125
2006Q3,46,139,3634,34.625
2006Q3,12,43,24385,10.625
2006Q3,59,160,13110,39.875
2006Q3,10,111,1749,27.625
2006Q3,46,96,6090,23.875
2006Q3,47,90,12544,22.375
2006Q3,59,51,10384,12.625
2006Q3,24,111,40975,27.625
2006Q3,24,61,184296,15.125
2006Q3,35,99,175372,24.625
2006Q3,12,63,9285,15.625
2006Q3,48,127,26310,31.625
2006Q3,35,79,140268,19.625
2006Q3,35,149,43339,37.125
2006Q3,35,49,90664,12.125
2006Q3,48,90,42365,22.375
2006Q3,24,108,152946,26.875
2006Q3,59,124,37199,30.875
2006Q3,13,117,12549,29.125
2006Q3,35,59,186090,14.625
2006Q3,47,59,14443,14.625
2006Q3,46,111,4274,27.625
2006Q3,59,129,13432,32.125
2006Q3,59,87,36884,21.625
2006Q3,59,66,100795,16.375
2006Q3,35,83,86008,20.625
2006Q3,24,88,80842,21.875
2006Q3,35,119,30928,29.625
2006Q3,59,52,122171,12.875
2006Q3,24,90,120015,22.375
2006Q3,47,41,9144,10.125
2006Q3,24,86,43003,21.375
2006Q3,10,89,5678,22.125
2006Q3,46,30,1462,7.375
2006Q3,46,69,6294,17.125
2006Q3,46,85,16781,21.125
2006Q3,46,66,36000,16.375
2006Q3,46,103,15779,25.625
2006Q3,35,158,67259,39.375
2006Q3,47,135,12812,33.625
2006Q3,13,79,5798,19.625
2006Q3,35,88,104813,21.875
2006Q3,35,33,87129,8.125
2006Q3,59,101,34680,25.125
2006Q3,48,49,23379,12.125
2006Q3,35,71,284273,17.625
2006Q3,12,118,2046,29.375
2006Q3,13,45,13361,11.125
2006Q3,46,53,11746,13.125
2006Q3,13,88,6237,21.875
2006Q3,48,96,14674,23.875
2006Q3,47,66,24707,16.375
2006Q3,46,77,11113,19.125
2006Q3,24,40,121404,9.875
2006Q3,13,31,12494,7.625
2006Q3,35,142,53227,35.375
2006Q3,35,101,111977,25.125
2006Q3,48,79,33002,19.625
2006Q3,24,81,46127,20.125
2006Q3,35,153,35842,38.125
2006Q3,35,103,231521,25.625
2006Q3,35,98,111146,24.375
2006Q3,47,72,10167,17.875
2006Q3,35,113,201796,28.125
2006Q3,24,113,124058,28.125
2006Q3,48,74,11149,18.375
2006Q3,48,46,9212,11.375
2006Q3,59,38,170565,9.375
2006Q3,11,34,7852,8.375
2006Q3,12,34,50167,8.375
2006Q3,11,62,1115,15.375
2006Q3,59,40,97406,9.875
2006Q3,48,76,16898,18.875
2006Q3,10,59,6396,14.625
2006Q3,24,80,171357,19.875
2006Q3,12,136,1078,33.875
2006Q3,13,40,10390,9.875
2006Q3,35,70,177583,17.375
2006Q3,12,101,6327,25.125
2006Q3,35,129,69793,32.125
2006Q3,35,78,87100,19.375
2006Q3,12,32,7429,7.875
2006Q3,12,123,1529,30.625
2006Q3,59,71,115783,17.625
2006Q3,13,134,1221,33.375
2006Q3,35,137,29988,34.125
2006Q3,35,42,151723,10.375
2006Q3,59,39,45140,9.625
2006Q3,24,82,76901,20.375
2006Q3,13,57,21758,14.125
2006Q3,13,133,1831,33.125
2006Q3,47,52,22378,12.875
2006Q3,13,140,6193,34.875
2006Q3,59,84,77485,20.875
2006Q3,35,80,290463,19.875
2006Q3,46,146,6068,36.375
2006Q3,48,117,93825,29.125
2006Q3,46,50,13349,12.375
2006Q3,59,89,63746,22.125
2006Q3,12,108,11675,26.875
2006Q3,47,40,20657,9.875
2006Q3,59,106,31487,26.375
2006Q3,10,41,7515,10.125
2006Q3,59,82,38358,20.375
2006Q3,46,94,32552,23.375
2006Q3,35,35,110550,8.625
2006Q3,24,48,38427,11.875
2006Q3,24,129,70233,32.125
2006Q3,48,150,39511,37.375
2006Q3,59,157,14484,39.125
2006Q3,48,155,13447,38.625
2006Q3,10,36,9480,8.875
2006Q3,46,90,19890,22.375
2006Q3,24,70,182126,17.375
2006Q3,12,121,1191,30.125
2006Q3,11,57,3999,14.125
2006Q3,24,66,179244,16.375
2006Q3,59,103,104892,25.625
2006Q3,35,38,449701,9.375
2006Q3,59,48,17522,11.875
2006Q3,24,44,66536,10.875
2006Q3,59,120,25159,29.875
2006Q3,48,45,47386,11.125
2006Q3,46,108,17717,26.875
2006Q3,47,37,20005,9.125
2006Q3,13,38,36006,9.375
2006Q3,13,75,21966,18.625
2006Q3,46,151,2221,37.625
2006Q3,59,115,18404,28.625
2006Q3,24,126,52650,31.375
2006Q3,48,71,113333,17.625
2006Q3,46,40,21409,9.875
2006Q3,47,103,11812,25.625
2006Q3,48,141,41642,35.125
2006Q3,35,65,72303,16.125
2006Q3,13,70,15083,17.375
2006Q3,12,73,7416,18.125
2006Q3,10,97,1958,24.125
2006Q3,12,47,52660,11.625
2006Q3,59,131,31752,32.625
2006Q3,35,124,109241,30.875
2006Q3,47,159,2052,39.625
2006Q3,46,120,8910,29.875
2006Q3,35,44,75941,10.875
2006Q3,11,97,268,24.125
2006Q3,35,87,122215,21.625
2006Q3,11,41,2458,10.125
2006Q3,12,88,5444,21.875
2006Q3,47,15,416,3.625
2006Q3,35,62,56225,15.375
2006Q3,13,116,1930,28.875
2006Q3,46,135,10867,33.625
2006Q3,12,65,8797,16.125
2006Q3,10,153,1357,38.125
2006Q3,24,79,85441,19.625
2006Q3,12,113,9415,28.125
2006Q3,46,70,21160,17.375
2006Q3,11,113,2157,28.125
2006Q3,59,122,60516,30.375
2006Q3,46,89,16674,22.125
2006Q3,12,52,26009,12.875
2006Q3,35,36,93458,8.875
2006Q3,35,56,191320,13.875
2006Q3,46,37,15971,9.125
2006Q3,24,54,82988,13.375
2006Q3,35,120,92841,29.875
2006Q3,24,87,68328,21.625
2006Q3,11,32,913,7.875
2006Q3,24,158,18064,39.375
2006Q3,46,75,32072,18.625
2006Q3,11,89,1170,22.125
2006Q3,48,59,40277,14.625
2006Q3,12,85,9715,21.125
2006Q3,48,113,65313,28.125
2006Q3,11,120,1064,29.875
2006Q3,59,96,33290,23.875
2006Q3,46,110,3731,27.375
2006Q3,48,107,9380,26.625
2006Q3,48,156,9575,38.875
2006Q3,12,109,2708,27.125
2006Q3,12,94,23737,23.375
2006Q3,13,110,2689,27.375
2006Q3,35,126,73693,31.375
2006Q3,47,126,4162,31.375
2006Q3,12,103,11551,25.625
2006Q3,24,65,65873,16.125
2006Q3,59,61,100580,15.125
2006Q3,11,44,3719,10.875
2006Q3,13,89,6754,22.125
2006Q3,13,86,1864,21.375
2006Q3,10,33,28816,8.125
2006Q3,12,31,3171,7.625
2006Q3,13,84,10104,20.875
2006Q3,59,155,18085,38.625
2006Q3,46,109,1277,27.125
2006Q3,10,99,4023,24.625
2006Q3,12,38,37923,9.375
2006Q3,59,110,18043,27.375
2006Q3,24,140,60506,34.875
2006Q3,35,146,70739,36.375
2006Q3,59,108,95966,26.875
2006Q3,46,57,34660,14.125
2006Q3,24,154,33560,38.375
2006Q3,48,78,32043,19.375
2006Q3,48,63,27385,15.625
2006Q3,47,99,11378,24.625
2006Q3,24,56,121070,13.875
2006Q3,59,102,24158,25.375
2006Q3,10,70,7558,17.375
2006Q3,11,55,1026,13.625
2006Q3,48,62,14651,15.375
2006Q3,46,72,12087,17.875
2006Q3,47,50,8993,12.375
2006Q3,46,39,12753,9.625
2006Q3,46,51,8643,12.625
2006Q3,11,88,1409,21.875
2006Q3,12,117,16945,29.125
2006Q3,35,86,103567,21.375
2006Q3,47,113,13904,28.125
2006Q3,35,102,105914,25.375
2006Q3,47,47,44801,11.625
2006Q3,47,110,4580,27.375
2006Q3,13,87,5536,21.625
2006Q3,59,137,9701,34.125
2006Q3,13,46,5761,11.375
2006Q3,24,143,5392,35.625
2006Q3,12,135,6779,33.625
2006Q3,24,83,55532,20.625
2006Q3,48,114,9405,28.375
2006Q3,59,50,31866,12.375
2006Q3,59,44,37872,10.875
2006Q3,35,144,83741,35.875
2006Q3,35,53,63123,13.125
2006Q3,13,50,12649,12.375
2006Q3,24,147,19929,36.625
2006Q3,59,28,8338,6.875
2006Q3,48,130,15313,32.375
2006Q3,48,111,7223,27.625
2006Q3,35,148,23298,36.875
2006Q3,24,64,78347,15.875
2006Q3,48,42,37014,10.375
2006Q3,11,68,3261,16.875
2006Q3,35,155,48575,38.625
2006Q3,46,97,6692,24.125
2006Q3,59,126,22127,31.375
2006Q3,13,32,23690,7.875
2006Q3,48,154,8823,38.375
2006Q3,59,127,33685,31.625
